a(chebi:10100)	partOf	complex(a(chebi:10100), p(hgnc:19679))	{"relation": "partOf"}
a(chebi:135632)	decreases	a(uniprot:P59594)	{"annotations": {}, "citation": {"authors": ["Drosten C", "Erichsen S", "Herrler G", "Herrler T", "Hoffmann M", "Kleine-Weber H", "Kr\u00fcger N", "M\u00fcller MA", "Nitsche A", "P\u00f6hlmann S", "Schiergens TS", "Schroeder S", "Wu NH"], "date": "2020-03-04", "db": "PubMed", "db_id": "32142651", "db_name": "Cell", "first": "Hoffmann M", "last": "P\u00f6hlmann S"}, "evidence": "Indeed, camostat mesylate significantly reduced MERS-S-, SARS-S-, and SARS-2-S- but not VSV-G-driven entry into the lung cell line Calu-3 (Figure 4C) and exerted no unwanted cytotoxic effects (Figure S3 C).", "line": 122, "relation": "decreases"}
a(chebi:135632)	decreases	a(uniprot:P59594)	{"annotations": {}, "citation": {"authors": ["Drosten C", "Erichsen S", "Herrler G", "Herrler T", "Hoffmann M", "Kleine-Weber H", "Kr\u00fcger N", "M\u00fcller MA", "Nitsche A", "P\u00f6hlmann S", "Schiergens TS", "Schroeder S", "Wu NH"], "date": "2020-03-04", "db": "PubMed", "db_id": "32142651", "db_name": "Cell", "first": "Hoffmann M", "last": "P\u00f6hlmann S"}, "evidence": "Finally, camostat mesylate treatment inhibited SARS-S- and SARS-2-S- but not VSV-G-driven entry into primary human lung cells (Figure 4E).", "line": 138, "relation": "decreases"}
a(chebi:135632)	decreases	path(doid:0080600)	{"annotations": {}, "citation": {"authors": ["Drosten C", "Erichsen S", "Herrler G", "Herrler T", "Hoffmann M", "Kleine-Weber H", "Kr\u00fcger N", "M\u00fcller MA", "Nitsche A", "P\u00f6hlmann S", "Schiergens TS", "Schroeder S", "Wu NH"], "date": "2020-03-04", "db": "PubMed", "db_id": "32142651", "db_name": "Cell", "first": "Hoffmann M", "last": "P\u00f6hlmann S"}, "evidence": "Similarly, camostat mesylate treatment significantly reduced Calu-3 infection with authentic SARS-CoV-2 (Figure 4D).", "line": 130, "relation": "decreases"}
a(chebi:135632)	decreases	path(doid:0080600)	{"annotations": {}, "citation": {"authors": ["Drosten C", "Erichsen S", "Herrler G", "Herrler T", "Hoffmann M", "Kleine-Weber H", "Kr\u00fcger N", "M\u00fcller MA", "Nitsche A", "P\u00f6hlmann S", "Schiergens TS", "Schroeder S", "Wu NH"], "date": "2020-03-04", "db": "PubMed", "db_id": "32142651", "db_name": "Cell", "first": "Hoffmann M", "last": "P\u00f6hlmann S"}, "evidence": "Collectively, SARS-CoV-2 can use TMPRSS2 for S protein priming and camostat mesylate, an inhibitor of TMPRSS2, blocks SARS-CoV-2 infection of lung cells.", "line": 147, "relation": "decreases"}
a(chebi:135632)	decreases	p(hgnc:9475)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 609, "relation": "decreases"}
a(chebi:135632)	association	bp(go:0046718)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 610, "relation": "association"}
a(chebi:135876)	decreases	p(eccode:"3.4.22.69")	{"annotations": {}, "citation": {"authors": ["Liu X", "Wang XJ"], "date": "2020-02-13", "db": "PubMed", "db_id": "32173287", "db_name": "Journal of genetics and genomics = Yi chuan xue bao", "first": "Liu X", "last": "Wang XJ"}, "evidence": "Based on these results, we performed virtual docking to screen for commercial medicines in the DrugBank database that could bind to the above mentioned pocket site of 2019-nCoV Mpro, and identified 10 candidate clinical medicines (Table 1; Figs. 1B and S3).", "line": 118, "relation": "decreases"}
a(chebi:135923)	decreases	p(hgnc:4296)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 524, "relation": "decreases"}
a(chebi:135923)	negativeCorrelation	path(doid:14499)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 526, "relation": "negativeCorrelation"}
a(chebi:137113)	decreases	p(hgnc:1103)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 481, "relation": "decreases"}
a(chebi:137113)	decreases	p(hgnc:13575)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 482, "relation": "decreases"}
a(chebi:149836)	decreases	complex(go:0005761)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 605, "relation": "decreases"}
a(chebi:15996)	partOf	complex(a(chebi:15996), p(mesh:D012324, frag("255_256")))	{"relation": "partOf"}
a(chebi:16243)	decreases	path(doid:0080600)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "10.20944/preprints202003.0286.v1"}, "evidence": "At the time, we put forward pseudoephedrine, andrographolide, chloroquine, abacavir, baricitinib, and quercetin as repurposing candidates from our list, because there were other researches also suggesting or predicting these drugs, mainly based on our Yaozh database search and literature review.", "line": 74, "relation": "decreases"}
a(chebi:16336)	association	path(doid:11394)	{"annotations": {"mesh": {"D008168": true}}, "citation": {"authors": ["Bucci E", "Gan J", "Huang J", "Huang X", "Ippolito G", "Melino G", "Piacentini M", "Shao C", "Shi Y", "Wang Y"], "date": "2020-03-23", "db": "PubMed", "db_id": "32205856", "db_name": "Cell death and differentiation", "first": "Shi Y", "last": "Melino G"}, "evidence": "Although the nature of the clear jelly has yet to be determined, hyaluronan (HA) is associated with ARDS [12]; moreover, during SARS infection, the production and regulation of hyaluronan is defective.", "line": 124, "relation": "association"}
a(chebi:16526)	negativeCorrelation	path(doid:0080600)	{"annotations": {"mesh": {"D001769": true}}, "citation": {"authors": ["Chen G", "Chen H", "Chen J", "Chen T", "Ding C", "Guo W", "Han M", "Huang J", "Li S", "Luo X", "Ma K", "Ning Q", "Wang H", "Wang T", "Wu D", "Xu D", "Yan W", "Yang D", "Yu H", "Zhang X", "Zhao J"], "date": "2020-03-26", "db": "PubMed", "db_id": "32217556", "db_name": "BMJ (Clinical research ed.)", "first": "Chen T", "last": "Ning Q", "pages": "m1091", "volume": "368"}, "evidence": "Actual bicarbonate and total carbon dioxide concentration were markedly lower in deceased patients than in recovered patients.", "line": 197, "relation": "negativeCorrelation"}
a(chebi:16737)	positiveCorrelation	path(doid:0080600)	{"annotations": {"mesh": {"D044967": true}}, "citation": {"authors": ["Bai C", "Cai Y", "Chao Y", "Chen D", "Chen X", "Du C", "Huang H", "Jiang J", "Song J", "Song Y", "Wang S", "Wu C", "Xia J", "Xiong W", "Xu J", "Xu L", "Xu S", "Yang Z", "Zhang L", "Zhang Y", "Zheng J", "Zhou F", "Zhou X"], "date": "2020-03-13", "db": "PubMed", "db_id": "32167524", "db_name": "JAMA internal medicine", "first": "Wu C", "last": "Song Y"}, "evidence": "Few patients had kidney injury indicated by elevated plasma urea (9 of 198 [4.5%]) and serum creatinine (9 of 198 [4.5%]).", "line": 105, "relation": "positiveCorrelation"}
a(chebi:16737)	positiveCorrelation	path(doid:0080600)	{"citation": {"authors": ["Cao QD", "Chen SD", "Guo YR", "Hong ZS", "Jin HJ", "Tan KS", "Tan YY", "Wang DY", "Yan Y"], "date": "2020-03-13", "db": "PubMed", "db_id": "32169119", "db_name": "Military Medical Research", "first": "Guo YR", "last": "Yan Y", "pages": "11", "volume": "7"}, "evidence": "But in the severe patients, the neutrophil count, D-dimer, blood urea, and creatinine levels were higher significantly, and the lymphocyte counts continued to decrease.", "line": 101, "relation": "positiveCorrelation"}
a(chebi:16737)	positiveCorrelation	path(doid:0080600)	{"annotations": {"mesh": {"D044967": true}}, "citation": {"authors": ["Chen G", "Chen H", "Chen J", "Chen T", "Ding C", "Guo W", "Han M", "Huang J", "Li S", "Luo X", "Ma K", "Ning Q", "Wang H", "Wang T", "Wu D", "Xu D", "Yan W", "Yang D", "Yu H", "Zhang X", "Zhao J"], "date": "2020-03-26", "db": "PubMed", "db_id": "32217556", "db_name": "BMJ (Clinical research ed.)", "first": "Chen T", "last": "Ning Q", "pages": "m1091", "volume": "368"}, "evidence": "Concentrations of blood urea nitrogen, creatinine, potassium, triglycerides, creatine kinase, and lactate dehydrogenase were significantly higher in deceased patients than in recovered patients.", "line": 125, "relation": "positiveCorrelation"}
a(chebi:16737)	positiveCorrelation	p(hgnc:11949)	{"annotations": {"mesh": {"D010949": true}}, "citation": {"authors": ["Chen M", "Fan Y", "Guo T", "He T", "Lu Z", "Wan J", "Wang H", "Wang X", "Wu X", "Zhang L"], "date": "2020-03-27", "db": "PubMed", "db_id": "32219356", "db_name": "JAMA cardiology", "first": "Guo T", "last": "Lu Z"}, "evidence": "Those with elevated TnT levels also had higher levels of creatinine (median [IQR], 0.79 [0.71-1.17] vs 0.63 [0.55-0.79] mg/dL [to convert to micromoles per liter, multiply by 88.4]) and aspartate aminotransferase (median [IQR], 39.5 [27.2-57.8] vs 29.0 [21.0-39.0]U/L [to convert to microkatal per liter, multiply by 0.0167]) (P < .001, both), but alanine aminotransferase did not differ between the 2 groups.", "line": 87, "relation": "positiveCorrelation"}
a(chebi:16796)	partOf	composite(a(chebi:16796), a(chebi:50667))	{"relation": "partOf"}
a(chebi:16796)	regulates	p(hgnc:6204)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "As shown in Fig. 5e, melatonin indirectly targets several HCoV cellular targets, including ACE2, BCL2L1, JUN, and IKBKB.", "line": 135, "relation": "regulates"}
a(chebi:16796)	regulates	p(hgnc:13557)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "As shown in Fig. 5e, melatonin indirectly targets several HCoV cellular targets, including ACE2, BCL2L1, JUN, and IKBKB.", "line": 136, "relation": "regulates"}
a(chebi:16796)	regulates	p(hgnc:992)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "As shown in Fig. 5e, melatonin indirectly targets several HCoV cellular targets, including ACE2, BCL2L1, JUN, and IKBKB.", "line": 137, "relation": "regulates"}
a(chebi:16796)	regulates	p(hgnc:5960)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "As shown in Fig. 5e, melatonin indirectly targets several HCoV cellular targets, including ACE2, BCL2L1, JUN, and IKBKB.", "line": 138, "relation": "regulates"}
a(chebi:16796)	decreases	path(mesh:D007249)	{"annotations": {}, "citation": {"authors": ["Cheng F", "Hou Y", "Huang Y", "Martin W", "Shen J", "Zhou Y"], "date": "2020-01-01", "db": "PubMed", "db_id": "32194980", "db_name": "Cell discovery", "first": "Zhou Y", "last": "Cheng F", "pages": "14", "volume": "6"}, "evidence": "Eplerenone (Z\u2009=\u2009\u20131.59), an aldosterone receptor antagonist, is reported to have a similar anti-inflammatory effect as melatonin. ", "line": 144, "relation": "decreases"}
a(chebi:168396)	decreases	act(p(hgnc:6053))	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "The human purine biosynthesis enzyme Inosine-5\u2032-monophosphate dehydrogenase (IMPDH2) interacts with the viral protein nsp14. Several chemically diverse compounds inhibit IMPDH2, including the clinically approved mycophenolic acid (20 nM), the approved antiviral drug ribavirin (200 nM), and the investigational new drug Merimepodib (10 nM) (Table 1a).", "line": 196, "object": {"modifier": "Activity"}, "relation": "decreases"}
a(chebi:168396)	decreases	p(hgnc:6053)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 530, "relation": "decreases"}
a(chebi:168396)	negativeCorrelation	path(mesh:D006084)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "Chemoinformatics searches yielded 15 approved drugs, four investigational new drugs (clinical), and 18 pre-clinical candidates (Table 1a), while specialist knowledge revealed 12 approved drugs, 10 investigational new drugs (clinical), and 10 preclinical candidates (Table 1b).", "line": 532, "relation": "negativeCorrelation"}
a(chebi:17154)	decreases	path(mesh:D055370)	{"annotations": {}, "citation": {"authors": ["Bucci E", "Gan J", "Huang J", "Huang X", "Ippolito G", "Melino G", "Piacentini M", "Shao C", "Shi Y", "Wang Y"], "date": "2020-03-23", "db": "PubMed", "db_id": "32205856", "db_name": "Cell death and differentiation", "first": "Shi Y", "last": "Melino G"}, "evidence": "It is important to mention that various studies have shown that in animal models with bleomycin-induced lung injury, vitamin B3 (niacin or nicotinamide) is highly effective in preventing lung tissue damage [7].", "line": 98, "relation": "decreases"}
a(chebi:17154)	decreases	path(mesh:D055370)	{"annotations": {}, "citation": {"authors": ["Bucci E", "Gan J", "Huang J", "Huang X", "Ippolito G", "Melino G", "Piacentini M", "Shao C", "Shi Y", "Wang Y"], "date": "2020-03-23", "db": "PubMed", "db_id": "32205856", "db_name": "Cell death and differentiation", "first": "Shi Y", "last": "Melino G"}, "evidence": "Since Vitamin B3 is highly lung protective, it should be used as soon as coughing begins. When breathing difficulty becomes apparent, hyaluronidase can be used intratracheally and at the same time 4-MU can be given to inhibit HAS2.", "line": 147, "relation": "decreases"}
